CODIGO,GLOSA,FONASA,ISAPRE,PARTICULAR,N ORDEN,CATEGORIA
2104099,"OSTEOSINTESIS METACARPIANAS O DE FALANGES, CUALQUIER TECNICA",227850,260010,269115,25,Cirugia
2104100,"PANADIZO, TRAT. QUIR.",140700,157500,163065,25,Cirugia
2104101,PULGARIZACION DEDO (INDICE O ANULAR),715050,813344,841575,25,Cirugia
2104102,REIMPLANTE MANO O DEDO(S),1573950,1860980,1925700,25,Cirugia
2104103,REPARACION FLEXORES: PRIMER TIEMPO ESPACIADOR SILASTIC,572250,649892,672525,25,Cirugia
2104104,REPARACION NERVIO DIGITAL CON INJERTO INTERFASCICULAR: CUALQUIER NUMERO,961800,1075314,1112685,25,Cirugia
2104105,"RUPTURAS CERRADAS CAPSULO-LIGAMENT. O TENDINOSAS, TRAT. QUIR. MANO",368550,418736,433335,25,Cirugia
2104106,"SUTURA NERVIO(S) DIGITAL(ES), MICROCIRUGIA",961800,1075314,1112685,25,Cirugia
2104107,TENORRAFIA EXTENSORES MANO,368550,418736,433335,25,Cirugia
2104108,TENORRAFIA O INJERTOS FLEXORES MANO,368550,418736,433335,25,Cirugia
2104109,"TENOSINOVITIS SEPTICA, TRAT. QUIR. MANO",184800,196937,203805,25,Cirugia
2104110,TRASPLANTE MICROQUIRURGICO PARA PULGAR,1573950,1860980,1925700,25,Cirugia
2104111,TRANSPOSICIONES TENDINOSAS FLEXORAS O EXTENSORAS MANO,368550,418736,433335,25,Cirugia
2104112,"DIASTEMATOMIELIA, RESECCION ESPOLON C/S INSTRUMENTACION",1365000,1543934,1597575,25,Cirugia
2104113,"ESCOLIOSIS, TRAT. QUIR., CUALQUIER VIA DE ABORDAJE, E INSTRUMENTACION DE HARRINGTON, LUQUE, DWYER O SIMILARES",2116800,2571936,2661330,25,Cirugia
2104116,"LUXACIONES, LUXOFRACTURAS VERTEBRALES (CERVICAL, DORSAL, LUMBAR), REDUCCION CRUENTA, CUALQUIER VIA DE ABORDAJE, CUALQUIER NUMERO",1365000,1543934,1597575,25,Cirugia
2104117,"OSTEOTOMIAS VERTEBRALES CORRECTORAS, C/S INSTRUMENTACION, C/S INJERTOS OSEOS, C/S ARTRODESIS",1573950,1860980,1925700,25,Cirugia
2104118,"PLASTIAS COSTALES, CUALQUIER NUMERO",368550,418736,433335,25,Cirugia
2104119,REEMPLAZO CUERPO VERTEBRAL CON ARTRODESIS C/S OSTEOSINTESIS C/S INSTRUMENTACION,1573950,1860980,1925700,25,Cirugia
2104121,RESECCION DEL COXIS,368550,418736,433335,25,Cirugia
2104122,Osteosintesis en fractura de arco anterior de pelvis y disyunciones pubianas,715050,813344,841575,25,Cirugia
2104123,"FRACTURA DE PELVIS, OSTEOSINTESIS QUIR.",961800,1075314,1112685,25,Cirugia
2104124,"OSTEOTOMIA PELVIANA (SALTER, CHIARI O SIMILARES)",961800,1075314,1112685,25,Cirugia
2104125,TRIPLE OSTEOTOMIA DE PELVIS,961800,1075314,1112685,25,Cirugia
2104126,AMPUTACION INTER-ILIO ABDOMINAL,2116800,2571936,2661330,25,Cirugia
2104127,DESARTICULACION CADERA,1921500,2164284,2239440,25,Cirugia
2104128,ENDOPROTESIS PARCIAL DE CADERA C/S CEMENTACION (CUALQUIER TECNICA) (NO INCLUYE PROTESIS),1365000,1543934,1597575,25,Cirugia
2104129,ENDOPROTESIS TOTAL DE CADERA,1573950,1860980,1925700,25,Cirugia
2104130,"EPIFISIOLISIS LENTA O AGUDA, TRAT. QUIR.",961800,1075314,1112685,25,Cirugia
2104131,"FRACTURA DE CUELLO DE FEMUR, OSTEOSINTESIS, CUALQUIER TECNICA",1365000,1543934,1597575,25,Cirugia
2104132,"FRACTURA DE CUELLO DE FEMUR, RESECCION EPIFISIS FEMORAL",961800,1075314,1112685,25,Cirugia
2104133,"LUXACION TRAUMATICA DE CADERA, REDUCCION CRUENTA",715050,813344,841575,25,Cirugia
2104134,"LUXOFRACTURA ACETABULAR, TRAT. QUIR.",961800,1075314,1112685,25,Cirugia
2104135,"OPERACION DE SALVATAJE CADERA, COLUMNA O SIMILARES",1365000,1543934,1597575,25,Cirugia
2104136,OSTEOTOMIAS FEMORALES,961800,1075314,1112685,25,Cirugia
2104137,REDUCCION CRUENTA EN LUXACION CONGENITA O TRAUMATICA DE CADERA,715050,813344,841575,25,Cirugia
2104138,REDUCCION CRUENTA Y ACETABULOPLASTIA FEMORAL C/S OSTEOTOMIA FEMORAL,1130850,1285969,1330665,25,Cirugia
2104139,REDUCCION CRUENTA Y OSTEOTOMIA FEMORAL,961800,1075314,1112685,25,Cirugia
2104140,"TENOTOMIA ADUCTORES C/S BOTAS, CON YUGO (PROC. AUT.)",715050,813344,841575,25,Cirugia
2104141,TROCANTEROPLASTIAS,961800,1075314,1112685,25,Cirugia
2104142,AMPUTACION MUSLO,715050,813344,841575,25,Cirugia
2104143,EPIFISIODESIS (FEMUR Y/O TIBIA),961800,1075314,1112685,25,Cirugia
2104144,OSTEOSINTESIS DIAFISIARIA O METAFISIARIA MUSLO (CUALQUIER TECNICA),961800,1075314,1112685,25,Cirugia
2104145,OSTEOTOMIA CORRECTORA MUSLO,961800,1075314,1112685,25,Cirugia
2104146,OSTEOTOMIA DE ALARGAMIENTO O ACORTAMIENTO CON OSTEOSINTESIS INMEDIATA O DISTRACCION INSTRUMENTAL PROGRESIVA MUSLO,1130850,1285969,1330665,25,Cirugia
2104147,OSTEOTOMIA EN ROSARIO CON ENCLAVIJAMIENTO CLAVO TELESCOPICO,1365000,1543934,1597575,25,Cirugia
2104148,"PSEUDOARTROSIS, TRAT. QUIR. (CUALQUIER TECNICA) MUSLO",961800,1075314,1112685,25,Cirugia
2104149,"RUPTURA Y/O HERNIA MUSCULAR, TRAT. QUIR. MUSLO",368550,418736,433335,25,Cirugia
2104150,"ARTROTOMIA POR CUERPOS LIBRES, OSTEOCONDRITIS RODILLA (PROC. AUT)",572250,649892,672525,25,Cirugia
2104151,DESARTICULACION RODILLA,1365000,1543934,1597575,25,Cirugia
2104152,"DISFUNCION PATELO-FEMORAL, REALINEAMIENTO (CUALQUIER TECNICA)",572250,649892,672525,25,Cirugia
2104153,"ENDOPROTESIS TOTAL DE RODILLA, (CUALQUIER TECNICA)",1365000,1543934,1597575,25,Cirugia
2104154,FRACTURA ROTULA: OSTEOSINTESIS O PATELECTOMIA PARC. O TOTAL,572250,649892,672525,25,Cirugia
2104155,"FRACTURAS CONDILEAS O DE PLATILLOS TIBIALES, REDUCCION, OSTEOSINTESIS (CUALQUIER TECNICA)",715050,813344,841575,25,Cirugia
2104156,"INESTABILIDAD CRONICA DE RODILLA, RECONSTRUCCION CAPSULOLIGAMENTOSA (CUALQUIER TECNICA)",715050,813344,841575,25,Cirugia
2104157,"LUXACION O ROTURA LIGAMENTOS, TRAT. QUIR. CAPSULO-LIGAMENTOSO",572250,649892,672525,25,Cirugia
2104158,"MENISCECTOMIA QUIRURGICA, INTERNA Y/O EXTERNA",572250,649892,672525,25,Cirugia
2104159,MENISCECTOMIA U OTRAS INTERVENCIONES POR VIA ARTROSCOPICA (INCLUYE ARTROSCOPIA DIAGNOSTICA),572250,649892,672525,25,Cirugia
2104160,"QUISTE POPLITEO, TRAT. QUIR.",227850,260010,269115,25,Cirugia
2104161,RECONSTRUCCION APARATO EXTENSOR DE RODILLA,572250,649892,672525,25,Cirugia
2104162,REPARACION QUIRURGICA LIGAMENTOS COLATERALES Y/O CRUZADOS DE RODILLA,572250,649892,672525,25,Cirugia
2104163,TRASLOCACIONES MUSCULO-TENDINOSAS EN RODILLA PARALITICA O ESPASTICA,572250,649892,672525,25,Cirugia
2104164,AMPUTACION PIERNA,961800,1075314,1112685,25,Cirugia
2104165,"COLGAJO CRUZADO DE PIERNA, TRAT. QUIR. COMPLETO",961800,1075314,1112685,25,Cirugia
2104166,FASCIOTOMIA POR SINDROME COMPARTAMENTAL,368550,418736,433335,25,Cirugia
2104167,OSTEOSINTESIS TIBIO-PERONE (CUALQUIER TECNICA),572250,649892,672525,25,Cirugia
2104168,OSTEOTOMIA CORRECTORA DE EJES (CUALQUIER TECNICA) PIERNA,572250,649892,672525,25,Cirugia
2104169,OSTEOTOMIA DE ALARGAMIENTO O ACORTAMIENTO CON OSTEOSINTESIS INMEDIATA O DISTRACCION INSTRUMENTAL PROGRESIVA PIERNA,1130850,1285969,1330665,25,Cirugia
2104170,OSTEOTOMIA DEL PERONE,368550,418736,433335,25,Cirugia
2104171,PERONE PROTIBIA,715050,813344,841575,25,Cirugia
2104172,"PSEUDOARTROSIS, C/S OSTEOSINTESIS (CUALQUIER TECNICA) PIERNA",572250,649892,672525,25,Cirugia
2104173,DESARTICULACION TOBILLO,1130850,1285969,1330665,25,Cirugia
2104174,"ENDOPROTESIS TOTAL TOBILLO, (CUALQUIER TECNICA)",1365000,1543934,1597575,25,Cirugia
2104175,"ESGUINCE GRAVE DE TOBILLO, TRAT. QUIR. CAPSULO-LIGAMENTOSO",572250,649892,672525,25,Cirugia
2104176,"FRACTURA ASTRAGALO Y/O CALCANEO, OSTEOSINTESIS (CUALQ. TECN.)",715050,813344,841575,25,Cirugia
2104177,"HUESOS SUPERNUMERARIOS, EXTIRPACION, UNO O MAS, UNILATERAL",368550,418736,433335,25,Cirugia
2104178,"LUXACION TIBIO-ASTRAG.-CALCAN., REDUCC. CRUENTA Y OSTEOSINT.",572250,649892,672525,25,Cirugia
2104179,"LUXOFRACTURA TOBILLO, CUALQUIER TIPO, OSTEOSINTESIS Y REPARACION CAPSULO-LIGAMENTOSA",715050,813344,841575,25,Cirugia
2104180,OSTEOPLASTIA TIBIO-CALCANEA,715050,813344,841575,25,Cirugia
2104181,"RUPTURA TENDON DE AQUILES O TIBIAL POSTERIOR, TENORRAFIA PRIMARIA Y/O TRANSPOSICIONES TENDINOSAS",572250,649892,672525,25,Cirugia
2104182,"RUPTURA TIBIAL ANTERIOR U OTROS, TENORRAFIA",572250,649892,672525,25,Cirugia
2104183,TENORRAFIA EXTENSORES O TENOTOMIA DE ALARGAMIENTO DE TENDON DE AQUILES,368550,418736,433335,25,Cirugia
2104184,TRASLOCACION TENDINOSA TOBILLO,572250,649892,672525,25,Cirugia
2104185,AMPUTACION TRANSMETATARSIANA,715050,813344,841575,25,Cirugia
2104186,"ASTRAGALO VERTICAL, TRAT. QUIR.",572250,649892,672525,25,Cirugia
2104187,"ESPOLON CALCANEO, TRAT. QUIR.",368550,418736,433335,25,Cirugia
2104188,"EXOSTOSIS 5° METATARSIANO, (""JUANETILLO"") TRAT. QUIR.",368550,418736,433335,25,Cirugia
2104189,FASCIOTOMIA PLANTAR (PROC. AUT.),368550,418736,433335,25,Cirugia
2104190,"HALLUX VALGUS O RIGIDUS, TRAT.QUIR. COMPLETO (CUALQUIER TEC.)",368550,418736,433335,25,Cirugia
2104191,"LUXACIONES, LUXOFRACTURAS, FRACTURAS, REDUCCION CRUENTA PIE",572250,649892,672525,25,Cirugia
2104192,"MAL PERFORANTE PLANTAR, TRAT. QUIR.",572250,649892,672525,25,Cirugia
2104193,"NEUROMA DE MORTON, TRAT. QUIR.",368550,418736,433335,25,Cirugia
2104194,"ORTEJOS EN GARRA, TRAT. QUIR., CUALQ. NUMERO (CUALQ. TECNICA)",368550,418736,433335,25,Cirugia
2104195,"ORTEJOS, AMPUTACION, UNO O MAS, UNILATERAL",368550,418736,433335,25,Cirugia
2104196,"PIE BOT U OTRAS MALFORMACIONES CONGENITAS, TRAT. QUIR. (CUALQUIER TECNICA)",572250,649892,672525,25,Cirugia
2104197,"PIE CAVO, TRAT.QUIR. (CUALQUIER TECNICA)",368550,418736,433335,25,Cirugia
2104198,"PIE PLANO, TRAT. QUIR. (CUALQUIER TECNICA)",368550,418736,433335,25,Cirugia
2104199,"PIE REUMATOIDEO, TRAT.QUIR.COMPLETO (CUALQUIER TECNICA)",572250,649892,672525,25,Cirugia
2104200,"SESAMOIDEOS, EXTIRPACION DE UNO O MAS, UNILATERAL",368550,418736,433335,25,Cirugia
2104201,TENORRAFIA EXTENSORES PIE,368550,418736,433335,25,Cirugia
2104202,TRASPLANTES TENDINOSOS PIE (CUALQUIER TECNICA),572250,649892,672525,25,Cirugia
2104203,"TRATAMIENTO QUIR., DEDOS EN GATILLO, CUALQUIER NUMERO TEC. WALANT (ANESTESIA LOCAL SIN TORNIQUETE)",227850,260010,269115,25,Cirugia
2106001,RETIRO DE ENDOPROTESIS U OSTEOSINTESIS INTERNAS ARTICULARES O DE COLUMNA VERTEBRAL,1130850,1285969,1330665,25,Cirugia
2106002,RETIRO DE PLACAS RECTAS O ANGULADAS,368550,418736,433335,25,Cirugia
2106003,"RETIRO DE TORNILLOS, CLAVOS, AGUJAS DE OSTEOSINTESIS O SIMILARES",368550,418736,433335,25,Cirugia
2107001,"LUXACIONES DE ARTICULACIONES MEDIANAS (HOMBRO, CODO, RODILLA, TOBILLO, MUÑECA, TARSO Y ESTERNOCLAVICULAR)",184800,196937,203805,25,Cirugia
2107002,"LUXACIONES DE ARTICULACIONES MAYORES (COLUMNA, CADERA, PELVIS)",227850,260010,269115,25,Cirugia
2107003,LUXACIONES DE ARTICULACIONES MENORES (EL RESTO),184800,196937,203805,25,Cirugia
2107004,"FRACTURAS MAYORES (COLUMNA, PELVIS, SUPRACONDILEA, CODO, EPIFISIS FEMORALES)",227850,260010,269115,25,Cirugia
2107005,"FRACTURAS MEDIANAS (DIAFISIS HUMERAL, RADIAL, CUBITAL, DIAFISIS FEMORAL, TIBIAL, PERONEAL, CLAVICULAR, PLATILLOS TIBIALES)",184800,196937,203805,25,Cirugia
2107006,FRACTURAS MENORES (EL RESTO),184800,196937,203805,25,Cirugia
2107010,"PIE BOT, UNILATERAL, HASTA 10 CAMBIOS DE YESO",227850,260010,269115,25,Cirugia
5001017,NEBULIZACION DE URGENCIA,10185,10185,10185,26,Cirugia
5001024,HEMOGLUCOTEST (PROCEDIMIENTO HOSP´),2132,2132,2132,26,Cirugia
5001028,FENESTRACION,5906,5906,5906,26,Cirugia
5001032,YESO AB (INMOVILIZACIONES),2251,2251,2251,68,Otorrino
5001034,YESO VALPEAU (INMOVILIZACIONES),37201,37201,37201,68,Otorrino
5001037,YESO BOTA LARGA (INMOVILIZACIONES),37201,37201,37201,68,Otorrino
5001044,NEBULIZACION CEM CON MASCARILLA,4725,4725,4725,17,Kinesiologia
5001045,NEBULIZACION CEM SIN MASCARILLA,4200,4200,4200,17,Kinesiologia
5001046,SESION KINESIOLOGIA NEUROLOGICA,18900,18900,18900,17,Kinesiologia
5001048,NEBULIZACION PABELLON,5623,5623,5623,26,Cirugia
5001051,"INSTALACION DE BALON INSTRAGASTRICO, VIA LAPAROSCIOPICA",215599,215599,215599,25,Cirugia
5001073,INFORME RESULTADO,12000,12000,12000,25,Cirugia
5001074,DETERMINACION BILIRRUBINA TRANSCUTÁNEA,5250,5250,5250,26,Cirugia
5001081,PREMEDICACION OFTALMICA,23099,23099,23099,26,Cirugia
5001082,PREMEDICACION PTERIGION,15657,15657,15657,26,Cirugia
5001089,PABELLON CROSS LINKING,59500,59500,59500,25,Cirugia
5001097,SALA DE PROCEDIMIENTO CPLAST (CEM),23800,23800,23800,68,Otorrino
5001125,ARTROSENTESIS,26249,26249,26249,26,Cirugia
5001138,ELECTROCAUTERIZACION,126000,126000,126000,26,Cirugia
5001153,TRAT IM VACUNA AH1N1,2625,2625,2625,26,Cirugia
5001156,TUBIGRIP,2625,2625,2625,26,Cirugia
5001158,TAPONAMIENTO NASAL ANTERIOR,10499,10499,10499,26,Cirugia
5001187,EVALUACION DE FONOAUDIOLOGIA,26250,26250,26250,17,Kinesiologia
5001193,DERECHO A SALA DE PROCEDIMIENTOS,10500,10500,10500,26,Cirugia
5001202,TRATAMIENTO INTRAMUSCULAR SAT,3884,3884,3884,26,Cirugia
5001204,TRATAMIENTO SUBCUTANEO,9996,9996,9996,26,Cirugia
5001207,DRENAJE MAYOR,20474,20474,20474,26,Cirugia
5001214,VACIAMIENTO VESICAL,7245,7245,7245,26,Cirugia
5001217,ONICECTOMIA,35280,35280,35280,26,Cirugia
5001220,CORTE DE ANILLO,1470,1470,1470,26,Cirugia
5001222,TOMA DE MUESTRA SANGRE,2624,2624,2624,26,Cirugia
5001233,CUERPO EXTRAÑO,68001,68001,68001,26,Cirugia
5001237,ADENITIS,68001,68001,68001,26,Cirugia
5001255,SUTURA INTERCOSULTOR,99960,99960,99960,26,Cirugia
5001260,CRIOTERAPIA,14994,14994,14994,17,Kinesiologia
5001264,SEDACION TAC,107100,107100,107100,68,Otorrino
5001270,PROCEDIMIENTO HEMOFILTRACION,142800,142800,142800,68,Otorrino
5001271,PROCEDIMIENTO PLASMAFERESIS,142800,142800,142800,68,Otorrino
5001272,UNIDAD DE PLASMA PLASMAFERESIS (PFC),83300,83300,83300,68,Otorrino
5001274,MOVILIZADOR PASIVO CONTINUO (CPM),8400,8400,8400,17,Kinesiologia
5001275,HEMODIALISIS SIN INSUMOS,367500,367500,367500,26,Cirugia
5001310,REHABILITACION FONOAUDIOLOGIA,21000,21000,21000,17,Kinesiologia
5001400,PERITONEODIALISIS (ENFERMERA),26250,26250,26250,26,Cirugia
5002014,FRENULOPLASTIA (PROCEDIMIENTO URG),115000,115000,115000,68,Otorrino
5002015,MEATOTOMIA (PROCEDIMIENTO URG),115000,115000,115000,68,Otorrino
5011000,CIRUGIA PLASTICA (1 HORA),215000,215000,215000,25,Cirugia
5012000,CIRUGIA PLASTICA (30 MINUTOS),107500,107500,107500,25,Cirugia
5030002,ISTAT G3+,13514,13514,13514,26,Cirugia
5030007,IFI ADENOVIRUS (ADV),8271,8271,8271,26,Cirugia
30103611,POCT CHEM8 HEMATOCRITO,714,714,714,8,Laboratorio
30103612,POCT CONTEO HEMATOLOGICO HEMATOCRITO,1428,1428,1428,8,Laboratorio
30103811,POCT CHEM8 HEMOGLOBINA,1428,1428,1428,8,Laboratorio
30103812,POCT CONTEO HEMATOLOGICO HEMOGLOBINA,1428,1428,1428,8,Laboratorio
30106411,POCT CONTEO HEMATOLOGICO RECUENTO DE ERITROCITOS,1392,1392,1392,8,Laboratorio
30106511,POCT CONTEO HEMATOLOGICO RECUENTO DE LEUCOCITOS,1357,1357,1357,8,Laboratorio
30106611,POCT CONTEO HEMATOLOGICO RECUENTO DE LINFOCITOS,2344,2344,2344,8,Laboratorio
30106711,POCT CONTEO HEMATOLOGICO RECUENTO DE PLAQUETAS,2404,2404,2404,8,Laboratorio
30301411,"POCT GONADOTROFINA CORIÓNICA, FRACCIÓN BETA",9901,9901,9901,8,Laboratorio
